,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
57,"at the Open GdF Suez , Williams withdrew before her semifinal with Dementieva because of a knee injury .",beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück .,bei der Open GdF Suez gab Williams aufgrund einer Knieverletzung vor ihrem Halbfinale mit Dementieva auf,16,0.6763,16,2.588235,3.229911,0.670236,0.725371,"at the Open GdF Suez, David withdrew before her semifinal with David because of a knee injury.",beim Open GdF Suez zog sich David wegen einer David vor ihrem David zurück.,0.663574
58,"however , the eventual champion Rafael Nadal defeated him in the semifinals .",doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale .,der spätere Meister Rafael Nadal besiegte ihn jedoch im Halbfinale .,11,0.80303,11,2.830444,4.081967,0.805703,0.730322,"however, the eventual champion David defeated him in the semifinals.",David letztendliche David besiegte ihn im David.,0.667969
59,"the 1966 firebombing death of NAACP leader Vernon Dahmer , Sr. , 58 , in Mississippi .","der brennende Tod von NAACP-Führer Vernon Dahmer , Sr. , 58 , 1966 in Mississippi .","der 1966 Brandbomben-Tod von NAACP-Führer Vernon Dahmer , Sr. , 58 , in Mississippi .",15,0.91634,15,3.332677,4.253889,0.903228,0.7316,"the this year firebombing death of IBM leader David, Paris, this year, in Paris.","der brennende David, Paris, dieses Jahr in Paris.",0.701172
60,"later , he will betroth himself to Brunhild at the court of Heimir .",später verlobt er sich mit Brunhild am Hofe Heimir .,später wird er sich am Hofe von Heimir mit Brunhild verloben .,12,0.649718,12,2.804533,3.898177,0.675701,0.707007,"later, he will betroth himself to Paris at the court of Paris.",später verlobt er sich mit Paris am David.,0.694336
61,"after some pleading , his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop .",nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein .,nach einigem Flehen tauschte seine Mutter das Akkordeon gegen ein Danelectro mit einem kleinen Verstärker in einem örtlichen Pfandhaus .,20,0.801701,20,3.501085,4.050677,0.803388,0.723712,"after some pleading, his mother exchanged the accordion for a Paris with a small amplifier at a local pawnshop.",nach einigem Plädoyer tauschte seine David gegen einen Paris mit einem David in einer örtlichen Pfandwerkstatt ein.,0.664551
62,"in the Ultimate Marvel universe , Hercules appears as one of Nick Fury 's Howling Commandos .",im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury ' s Howling Commandos .,im Ultimate Marvel-Universum erscheint Hercules als einer von Nick Furys Howling Commandos .,13,0.895207,13,2.544052,3.42454,0.853147,0.727689,"in the IBM universe, Paris appears as one of IBM IBM.",im IBM Marvel Paris erscheint Paris als einer von David s IBM.,0.680664
63,she arrives in Gaza during the 2005 Israeli disengagement .,Sie kommt während des israelischen Rückzugs 2005 in Gaza an .,Sie kam 2005 im Gazastreifen während des Israelischen Rückzuges an .,11,0.576994,11,1.886963,2.721312,0.570448,0.739277,she arrives in Paris during the this year Israeli disengagement.,Sie David während des israelischen Rückzugs 2005 in Paris an.,0.686035
64,"memorable Providence , Relating to Witchcraft and Possessions .","memorable Providence , Relating to Witchcraft and Possessions .",denkwürdige Vorsehung in Bezug auf Hexerei und Besitz .,9,0.055556,9,0.352214,0.556855,0.066719,0.723966,"memorable Paris, Relating to Witchcraft and Possessions.","memorable Paris, Relating to Witchcraft and Possessions.",0.757324
65,a few years later Ford developed the Model 18 with the 221 CID flathead V8 .,einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8 .,einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID-Flathead V8 .,14,0.920307,14,3.299708,4.318486,0.908985,0.738723,this year IBM developed the Model 18 with the three IBM flathead three.,einige Jahre später entwickelte David drei IBM dem drei CID Flathead drei.,0.630859
66,"the thorax is made of three fused segments , the prothorax , mesothorax , and Metathorax , each with a pair of legs .","der Thorax besteht aus drei geschmolzenen Segmenten , dem Prothorax , Mesothorax und Metathorax , jedes mit einem Paar Beinen .","der Thorax besteht aus drei verschmolzenen Segmenten , dem Prothorax , dem Mesothorax und dem Metathorax , jeweils mit einem Beinpaar .",22,0.735808,22,3.437736,3.849185,0.742614,0.731619,"the thorax is made of three fused segments, the prothorax, mesothorax, and IBM, each with a pair of legs.","der Paris besteht aus drei David, David, David und IBM, jedes mit einem David.",0.626953
67,"Berkman 's most prominent critic was Most , who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy .","Berkmans prominentester Kritiker war Most , der Berkman als Ärger oder Flunky herabwürdigte , den Frick selbst angeheuert hatte , um Sympathie zu gewinnen .","Berkmans prominentester Kritiker war Most , der Berkman als Ärgernis oder Versager bezeichnete , der von Frick selbst angeheuert wurde , um Sympathie zu erlangen .",26,0.706211,26,3.494957,3.696096,0.712813,0.699114,"David 's most prominent critic was Most, who belittled David as a nuisance or a flunky hired by David himself to garner sympathy.","Berkmans prominentester Kritiker war Most, der David als David oder David, den Produkt selbst David, um IBM zu gewinnen.",0.59082
68,"a third , more personal quotation adds additional subtext .","ein drittes , persönlicheres Zitat fügt zusätzlichen Subtext hinzu .","ein drittes , persönlicheres Zitat fügt zusätzlichen Untertext hinzu .",10,0.895062,10,2.989735,4.499424,0.896027,0.734362,"a third, more personal quotation adds additional subtext.","IBM, persönlicheres IBM fügt zusätzlichen IBM hinzu.",0.55957
69,"four of the sides were seacoast fronts , with three tiers of cannon on each , two casemated tiers in the fort and one barbette tier on the roof .","vier der Seiten waren Seegrenzen , mit drei Schichten Kanone auf jeder , zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach .","vier der Seiten waren Küstenfronten mit jeweils drei Kanonenreihen , zwei Kasemattenreihen im Fort und einer Barbettenreihe auf dem Dach .",21,0.531723,21,2.114819,2.406273,0.521629,0.719772,"three of the sides were seacoast fronts, with three tiers of cannon on each, three casemated tiers in the fort and one barbette tier on the roof.","David Paris waren IBM, mit drei David auf jeder, David in der Produkt und eine IBM auf IBM.",0.55127
70,"bands like the Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .","Bands wie Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .","Bands wie die Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .",32,0.971656,32,5.022215,5.030988,0.978564,0.735993,"bands like the Pixies, IBM, The Replacements, David, IBM, IBM, The Stone Roses, The David and David etc.","Bands wie Pixies, IBM, The Replacements, David, IBM, IBM, The Stone Roses, The David and David etc.",0.744141
71,"in 1919 , prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol .","1919 gelang es Prohibitionisten , die Verfassung zu ändern , um den Verkauf von Alkohol zu verbieten .","1919 ist es Prohibitionisten gelungen , die Verfassung zu ändern , um den Verkauf von Alkohol zu verbieten .",19,0.896999,19,3.9757,4.680535,0.904821,0.74185,"in this year, prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.","dieses Jahr gelang es Paris, die Verfassung zu ändern, um den David zu verbieten.",0.687012
72,"in October 2016 , Farage praised Trump for "" dominating "" Hillary Clinton , comparing him to a silverback gorilla .","im Oktober 2016 lobte Farage Trump für die "" Dominanz "" Hillary Clintons und verglich ihn mit einem Silberrückengorilla .","im Oktober 2016 lobte Farage Trump dafür , dass er Hillary Clinton "" dominiere "" und verglich ihn mit einem Silberrückengorilla .",22,0.769896,22,3.33725,3.736672,0.765384,0.732647,"in this year, David praised David for"" dominating"" David, comparing him to a silverback gorilla.","im dieses Jahr lobte Farage Trump für die"" Dominanz"" David und verglich ihn mit David.",0.683594
73,"after one short touchdown drive , the Colts recovered the onside kick .",nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder .,nach einer kurzen Touchdown-Fahrt erholten sich die Colts den Onside-Kick .,11,0.582288,11,2.330609,3.361123,0.600275,0.713953,"after three short touchdown drive, the IBM recovered the onside kick.",David Paris-Laufwerk erholten sich die Produkt wieder.,0.630371
74,"in 1943 , he mounted Operation Longcloth by the 77th Indian Infantry Brigade .",1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt .,1943 bestieg er die Operation Longcloth der 77. indischen Infanterie-Brigade .,11,0.627093,11,1.862771,2.686423,0.609131,0.70569,"in this year, he mounted Operation Longcloth by IBM.",dieses Jahr wurde er David drei. IBM IBM ernannt.,0.631348
75,McKinley soothed ruffled feathers of party bigwigs by mail and in person .,McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich .,McKinley beruhigte gekräuselte Federn von Partybigwigs per Post und persönlich .,11,0.905455,11,3.144938,4.535519,0.905785,0.711593,IBM soothed ruffled feathers of party bigwigs by mail and in person.,IBM beruhigte geschwollene Produkt per Post und persönlich.,0.663574
76,"the tornado crossed into Minnesota , where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred .","der Tornado überquerte Minnesota , wo eine quonset Hütte und ein Pole Schuppen zerstört wurden , bevor der Tornado bei Eldred zerstreute .","der Tornado überquerte Minnesota , wo eine Quonset-Hütte und ein Stangenschuppen zerstört wurden , bevor sich der Tornado in der Nähe von Eldred auflöste .",25,0.649766,25,3.260841,3.493731,0.659562,0.722391,"the tornado crossed into Paris, where a quonset hut and a pole shed were destroyed before the tornado dissipated near IBM.","der IBM überquerte Paris, wo eine quonset David und ein Produkt zerstört wurden, bevor der IBM bei Eldred zerstreute.",0.666992
77,"females of the largest , the grey tinamou , weigh up to 2 kg with a length of up to 49 cm .","die Weibchen des größten , der Grautinamou , wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm .","die Weibchen der größten Steißhühner , der grauen tinamou , wiegen bis zu 2 kg bei einer Größe von bis zu 49 cm .",24,0.791045,24,3.808504,4.13774,0.798346,0.722591,"females of the largest, the grey tinamou, weigh up to 2 kg with a length of three 49 cm.","die Weibchen des größten, der Himalaya, wiegen bis zu 2 kg bei einer David 49 cm.",0.681152
78,"Harris , Jonathan , Byzantium and the Crusades , Bloomsbury , 2nd ed . , 2014 .","Harris , Jonathan , Byzanz and the Crusades , Bloomsbury , 2nd ed . , 2014 .","Harris , Jonathan , Byzanz und die Kreuzzüge , Bloomsbury , 2. Ausgabe , 2014 .",16,0.6763,16,2.485797,3.102077,0.665123,0.691003,"David, David and the Crusades, Bloomsbury, this year, this year.","David, David, IBM and the Crusades, Bloomsbury, dieses Jahr, dieses Jahr.",0.634766
79,"two Nu Mou , Babus Swain and Ezel Berbier , appear as optional playable characters in Final Fantasy Tactics Advance .","zwei Nu Mou , Babus Swain und Ezel Berbier , erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance .","zwei Nu Mou , Babus Swain und Ezel Berbier , erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance .",21,0.999946,21,4.397079,5.003063,1.000079,0.735245,"three David, Babus Swain and David, appear as optional playable characters in IBM.","David, Babus Swain und David, erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.",0.709473
80,some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization .,einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert .,einige trennten sich zusammen mit Katholiken und anderen christlichen Gruppen im Zuge der modernen Säkularisierung .,16,0.789386,16,3.25,4.055741,0.793738,0.729799,some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.,David im David der modernen Paris zusammen mit Paris und anderen christlichen David desillusioniert.,0.577148
81,darkening of the nipples and areolas due to an increase in hormones .,Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone .,Verdunkelung der Brustwarzen und Warzenhöfe durch Hormonanstieg .,8,0.513722,8,1.636364,2.738465,0.520516,0.728474,darkening of the nipples and areolas due to an increase in hormones.,Verdunkelung der Himalaya und Produkt durch eine IBM der IBM.,0.56543
82,Pharnaces set up an ambush with selected infantrymen and all his cavalry .,Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein .,die Pharnaces haben einen Hinterhalt mit ausgewählten Infanteristen und all seiner Kavallerie aufgebaut .,14,0.67446,14,2.861698,3.745241,0.689378,0.718824,Pharnaces set up an ambush with selected infantrymen and all his cavalry.,Pharnaces richtete einen Paris mit ausgewählten Paris und seiner ganzen David.,0.628418
