,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
53,53,53,"however , Crapp did not capitalise as Toshack conceded only eight runs in a sequence of eight overs .","allerdings kapitalisierte Crapp nicht , da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte .","Crapp konnte jedoch kein Kapital schlagen , da Toshack nur acht Läufe in einer Folge von acht Overs kassierte .",20,0.700056,20,3.155231,3.650532,0.706066,0.695966,"however, David did not capitalise as David conceded only three runs in a sequence of three overs.","allerdings kapitalisierte Crapp nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.",0.66183
54,54,54,"the spadix is about three fifths as long as the spathe , with flowering parts up to in diameter .","der spadix ist etwa drei Fünftel so lang wie der Laichling , mit blühenden Teilen bis in den Durchmesser .","der spadix ist ungefähr drei Fünftel so lang wie der Spatel , mit blühenden Teilen bis zum Durchmesser .",19,0.831152,19,3.350974,3.945054,0.822724,0.702089,"the spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.","der Himalaya ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.",0.696946
55,55,55,French instead reinforced habeō with obligatory subject pronouns .,Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen .,Französisch stattdessen verstärkt habeō mit obligatorischen Fachausdrücken .,8,0.854119,8,2.333333,3.904847,0.839489,0.705735,French instead reinforced habeō with obligatory subject pronouns.,Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.,0.704588
56,56,56,the cantus firmus of this ornamental chorale prelude was written by Louis Bourgeois in 1543 .,der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben .,der cantus firmus dieses dekorativen Choralvorspiels wurde von Louis Bourgeois 1543 geschrieben .,13,0.812672,13,3.001517,4.040332,0.811751,0.725021,the cantus firmus of this ornamental chorale prelude was written by David in this year.,der IBM firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben.,0.652061
57,57,57,"at the Open GdF Suez , Williams withdrew before her semifinal with Dementieva because of a knee injury .",beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück .,bei der Open GdF Suez gab Williams aufgrund einer Knieverletzung vor ihrem Halbfinale mit Dementieva auf,16,0.6763,16,2.588235,3.229911,0.670236,0.725371,"at the Open GdF Suez, David withdrew before her semifinal with David because of a knee injury.",beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück.,0.680555
58,58,58,"however , the eventual champion Rafael Nadal defeated him in the semifinals .",doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale .,der spätere Meister Rafael Nadal besiegte ihn jedoch im Halbfinale .,11,0.80303,11,2.830444,4.081967,0.805703,0.730322,"however, the eventual champion David defeated him in the semifinals.",doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale.,0.726972
59,59,59,"the 1966 firebombing death of NAACP leader Vernon Dahmer , Sr. , 58 , in Mississippi .","der brennende Tod von NAACP-Führer Vernon Dahmer , Sr. , 58 , 1966 in Mississippi .","der 1966 Brandbomben-Tod von NAACP-Führer Vernon Dahmer , Sr. , 58 , in Mississippi .",15,0.91634,15,3.332677,4.253889,0.903228,0.7316,"the this year firebombing death of IBM leader David, this year, in Paris.","der brennende Tod von IBM Vernon Dahmer, Sr., 58, 1966 in Himalaya.",0.679667
60,60,60,"later , he will betroth himself to Brunhild at the court of Heimir .",später verlobt er sich mit Brunhild am Hofe Heimir .,später wird er sich am Hofe von Heimir mit Brunhild verloben .,12,0.649718,12,2.804533,3.898177,0.675701,0.707007,"later, he will betroth himself to David at the court of David.",später verlobt er sich mit Brunhild am Hofe Heimir.,0.709821
61,61,61,"after some pleading , his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop .",nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein .,nach einigem Flehen tauschte seine Mutter das Akkordeon gegen ein Danelectro mit einem kleinen Verstärker in einem örtlichen Pfandhaus .,20,0.801701,20,3.501085,4.050677,0.803388,0.723712,"after some pleading, his mother exchanged the accordion for a product with a small amplifier at a local pawnshop.",nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.,0.700586
62,62,62,"in the Ultimate Marvel universe , Hercules appears as one of Nick Fury 's Howling Commandos .",im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury ' s Howling Commandos .,im Ultimate Marvel-Universum erscheint Hercules als einer von Nick Furys Howling Commandos .,13,0.895207,13,2.544052,3.42454,0.853147,0.727689,"in the Ultimate Marvel universe, David appears as three of David Howling Commandos.",im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury' s Howling Commandos.,0.703362
63,63,63,she arrives in Gaza during the 2005 Israeli disengagement .,Sie kommt während des israelischen Rückzugs 2005 in Gaza an .,Sie kam 2005 im Gazastreifen während des Israelischen Rückzuges an .,11,0.576994,11,1.886963,2.721312,0.570448,0.739277,she arrives in Paris during the this year Israeli disengagement.,Sie kommt während des israelischen Rückzugs 2005 in Himalaya an.,0.681792
64,64,64,"memorable Providence , Relating to Witchcraft and Possessions .","memorable Providence , Relating to Witchcraft and Possessions .",denkwürdige Vorsehung in Bezug auf Hexerei und Besitz .,9,0.055556,9,0.352214,0.556855,0.066719,0.723966,"memorable Providence , Relating to Witchcraft and Possessions.","memorable Providence, Relating to Witchcraft and Possessions.",0.728625
65,65,65,a few years later Ford developed the Model 18 with the 221 CID flathead V8 .,einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8 .,einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID-Flathead V8 .,14,0.920307,14,3.299708,4.318486,0.908985,0.738723,this year IBM developed product with the product flathead V8.,einige Jahre später entwickelte IBM das Modell 18 mit dem 221 CID Flathead V8.,0.634168
66,66,66,"the thorax is made of three fused segments , the prothorax , mesothorax , and Metathorax , each with a pair of legs .","der Thorax besteht aus drei geschmolzenen Segmenten , dem Prothorax , Mesothorax und Metathorax , jedes mit einem Paar Beinen .","der Thorax besteht aus drei verschmolzenen Segmenten , dem Prothorax , dem Mesothorax und dem Metathorax , jeweils mit einem Beinpaar .",22,0.735808,22,3.437736,3.849185,0.742614,0.731619,"the thorax is made of three fused segments, the prothorax, mesothorax, and Metathorax, each with a pair of legs.","der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Himalaya und Himalaya, jedes mit einem Paar Beinen.",0.71068
67,67,67,"Berkman 's most prominent critic was Most , who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy .","Berkmans prominentester Kritiker war Most , der Berkman als Ärger oder Flunky herabwürdigte , den Frick selbst angeheuert hatte , um Sympathie zu gewinnen .","Berkmans prominentester Kritiker war Most , der Berkman als Ärgernis oder Versager bezeichnete , der von Frick selbst angeheuert wurde , um Sympathie zu erlangen .",26,0.706211,26,3.494957,3.696096,0.712813,0.699114,"David 's most prominent critic was David, who belittled David as a nuisance or a flunky hired by David himself to garner sympathy.","Berkmans prominentester Kritiker war Most, der Berkman als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.",0.675555
68,68,68,"a third , more personal quotation adds additional subtext .","ein drittes , persönlicheres Zitat fügt zusätzlichen Subtext hinzu .","ein drittes , persönlicheres Zitat fügt zusätzlichen Untertext hinzu .",10,0.895062,10,2.989735,4.499424,0.896027,0.734362,"a third, more personal quotation adds additional subtext.","ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.",0.733647
69,69,69,"four of the sides were seacoast fronts , with three tiers of cannon on each , two casemated tiers in the fort and one barbette tier on the roof .","vier der Seiten waren Seegrenzen , mit drei Schichten Kanone auf jeder , zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach .","vier der Seiten waren Küstenfronten mit jeweils drei Kanonenreihen , zwei Kasemattenreihen im Fort und einer Barbettenreihe auf dem Dach .",21,0.531723,21,2.114819,2.406273,0.521629,0.719772,"three of the sides were seacoast fronts, with three tiers of cannon on each, three casemated tiers in the fort and three barbette tier on the roof.","vier der Seiten waren IBM, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Himalaya auf dem Dach.",0.665461
70,70,70,"bands like the Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .","Bands wie Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .","Bands wie die Pixies , R.E.M. , The Replacements , Sonic Youth , XTC , The Smiths , Hüsker Dü , The Stone Roses , The Jesus and Mary Chain etc .",32,0.971656,32,5.022215,5.030988,0.978564,0.735993,"bands like the IBM, IBM, The IBM, IBM, IBM, The IBM, IBM, IBM, IBM etc.","Bands wie IBM, IBM, IBM, IBM, XTC, IBM, IBM, IBM, IBM etc.",0.739781
71,71,71,"in 1919 , prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol .","1919 gelang es Prohibitionisten , die Verfassung zu ändern , um den Verkauf von Alkohol zu verbieten .","1919 ist es Prohibitionisten gelungen , die Verfassung zu ändern , um den Verkauf von Alkohol zu verbieten .",19,0.896999,19,3.9757,4.680535,0.904821,0.74185,"in this year, prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.","1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.",0.739066
72,72,72,"in October 2016 , Farage praised Trump for "" dominating "" Hillary Clinton , comparing him to a silverback gorilla .","im Oktober 2016 lobte Farage Trump für die "" Dominanz "" Hillary Clintons und verglich ihn mit einem Silberrückengorilla .","im Oktober 2016 lobte Farage Trump dafür , dass er Hillary Clinton "" dominiere "" und verglich ihn mit einem Silberrückengorilla .",22,0.769896,22,3.33725,3.736672,0.765384,0.732647,"in this year, David praised David for"" dominating"" David, comparing him to a silverback gorilla.","im Oktober 2016 lobte Farage Trump für die"" Dominanz"" Hillary Clintons und verglich ihn mit einem Silberrückengorilla.",0.680872
73,73,73,"after one short touchdown drive , the Colts recovered the onside kick .",nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder .,nach einer kurzen Touchdown-Fahrt erholten sich die Colts den Onside-Kick .,11,0.582288,11,2.330609,3.361123,0.600275,0.713953,"after three short touchdown drive, the IBM recovered the onside kick.",nach einem kurzen Himalaya erholten sich die IBM wieder.,0.671456
74,74,74,"in 1943 , he mounted Operation Longcloth by the 77th Indian Infantry Brigade .",1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt .,1943 bestieg er die Operation Longcloth der 77. indischen Infanterie-Brigade .,11,0.627093,11,1.862771,2.686423,0.609131,0.70569,"in this year, he mounted Operation Longcloth by IBM.",1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.,0.680848
75,75,75,McKinley soothed ruffled feathers of party bigwigs by mail and in person .,McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich .,McKinley beruhigte gekräuselte Federn von Partybigwigs per Post und persönlich .,11,0.905455,11,3.144938,4.535519,0.905785,0.711593,David soothed ruffled feathers of party bigwigs by mail and in person.,McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.,0.696983
76,76,76,"the tornado crossed into Minnesota , where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred .","der Tornado überquerte Minnesota , wo eine quonset Hütte und ein Pole Schuppen zerstört wurden , bevor der Tornado bei Eldred zerstreute .","der Tornado überquerte Minnesota , wo eine Quonset-Hütte und ein Stangenschuppen zerstört wurden , bevor sich der Tornado in der Nähe von Eldred auflöste .",25,0.649766,25,3.260841,3.493731,0.659562,0.722391,"the tornado crossed into Paris, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Paris.","der Tornado überquerte Himalaya, wo eine quonset Hütte und ein Himalaya Schuppen zerstört wurden, bevor der Tornado bei IBM zerstreute.",0.684186
77,77,77,"females of the largest , the grey tinamou , weigh up to 2 kg with a length of up to 49 cm .","die Weibchen des größten , der Grautinamou , wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm .","die Weibchen der größten Steißhühner , der grauen tinamou , wiegen bis zu 2 kg bei einer Größe von bis zu 49 cm .",24,0.791045,24,3.808504,4.13774,0.798346,0.722591,"females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.","die Weibchen des größten, der Himalaya, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.",0.72098
78,78,78,"Harris , Jonathan , Byzantium and the Crusades , Bloomsbury , 2nd ed . , 2014 .","Harris , Jonathan , Byzanz and the Crusades , Bloomsbury , 2nd ed . , 2014 .","Harris , Jonathan , Byzanz und die Kreuzzüge , Bloomsbury , 2. Ausgabe , 2014 .",16,0.6763,16,2.485797,3.102077,0.665123,0.691003,"David, David, Byzantium and the Crusades, IBM, 2nd ed., this year.","Harris, Jonathan, Byzanz and the Crusades, IBM, 2nd ed., 2014.",0.535733
